"from_stop_id","to_stop_id","transfer_type"
"CON_10","CON_10","1"
"CON_100","CON_100","1"
"CON_1000","CON_1000","1"
"CON_10001","CON_10001","1"
"CON_10002","CON_10002","1"
"CON_10010","CON_10010","1"
"CON_10011","CON_10011","1"
"CON_101","CON_101","1"
"CON_10125","CON_10125","1"
"CON_10126","CON_10126","1"
"CON_102","CON_102","1"
"CON_10217","CON_10217","1"
"CON_10218","CON_10218","1"
"CON_10219","CON_10219","1"
"CON_1022#F","CON_1022#F","1"
"CON_10226","CON_10226","1"
"CON_1023","CON_1023","1"
"CON_1023#F","CON_1023#F","1"
"CON_1024#F","CON_1024#F","1"
"CON_1025#F","CON_1025#F","1"
"CON_1028#F","CON_1028#F","1"
"CON_103","CON_103","1"
"CON_1032#F","CON_1032#F","1"
"CON_1033#F","CON_1033#F","1"
"CON_1036#F","CON_1036#F","1"
"CON_1037#F","CON_1037#F","1"
"CON_1038#F","CON_1038#F","1"
"CON_10381","CON_10381","1"
"CON_1039#F","CON_1039#F","1"
"CON_104","CON_104","1"
"CON_1044#F","CON_1044#F","1"
"CON_1045#F","CON_1045#F","1"
"CON_1046","CON_1046","1"
"CON_1049","CON_1049","1"
"CON_105","CON_105","1"
"CON_1050","CON_1050","1"
"CON_1051","CON_1051","1"
"CON_1052","CON_1052","1"
"CON_105272","CON_105272","1"
"CON_105273","CON_105273","1"
"CON_1054#F","CON_1054#F","1"
"CON_1055#F","CON_1055#F","1"
"CON_1056#F","CON_1056#F","1"
"CON_1057#F","CON_1057#F","1"
"CON_10572","CON_10572","1"
"CON_10573","CON_10573","1"
"CON_10579","CON_10579","1"
"CON_1058#F","CON_1058#F","1"
"CON_10580","CON_10580","1"
"CON_10581","CON_10581","1"
"CON_10582","CON_10582","1"
"CON_10585","CON_10585","1"
"CON_10587","CON_10587","1"
"CON_10589","CON_10589","1"
"CON_1059#F","CON_1059#F","1"
"CON_10591","CON_10591","1"
"CON_10592","CON_10592","1"
"CON_10597","CON_10597","1"
"CON_10598","CON_10598","1"
"CON_10599","CON_10599","1"
"CON_106","CON_106","1"
"CON_1060#F","CON_1060#F","1"
"CON_10600","CON_10600","1"
"CON_10603","CON_10603","1"
"CON_10604","CON_10604","1"
"ADR_B020","ADR_B020","2"
"ADR_BACCEL","ADR_BACCEL","2"
"ADR_CORRID","ADR_CORRID","2"
"ADR_F000","ADR_F000","2"
"ADR_F010","ADR_F010","2"
"ADR_F011","ADR_F011","2"
"ADR_F020","ADR_F020","2"
"ADR_F021","ADR_F021","2"
"ADR_F100","ADR_F100","2"
"ADR_F1004","ADR_F1004","2"
"ADR_F101","ADR_F101","2"
"ADR_F1011","ADR_F1011","2"
"CON_1061#F","CON_1061#F","1"
"CON_10616","CON_10616","1"
"CON_10617","CON_10617","1"
"CON_1062","CON_1062","1"
"CON_10620","CON_10620","1"
"CON_10621","CON_10621","1"
"CON_10622","CON_10622","1"
"CON_10623","CON_10623","1"
"CON_10624","CON_10624","1"
"CON_10625","CON_10625","1"
"CON_10628","CON_10628","1"
"CON_10630","CON_10630","1"
"CON_10631","CON_10631","1"
"CON_10633","CON_10633","1"
"CON_1066","CON_1066","1"
"CON_107","CON_107","1"
"CON_1070#F","CON_1070#F","1"
"CON_1071#F","CON_1071#F","1"
"CON_10710","CON_10710","1"
"CON_10711","CON_10711","1"
"CON_10712","CON_10712","1"
"CON_10713","CON_10713","1"
"CON_10716","CON_10716","1"
"CON_10717","CON_10717","1"
"CON_10719","CON_10719","1"
"CON_1072#F","CON_1072#F","1"
"CON_10720","CON_10720","1"
"CON_10721","CON_10721","1"
"CON_10722","CON_10722","1"
"CON_10725","CON_10725","1"
"CON_10726","CON_10726","1"
"CON_10729","CON_10729","1"
"CON_1073#F","CON_1073#F","1"
"CON_10730","CON_10730","1"
"CON_10733","CON_10733","1"
"CON_10734","CON_10734","1"
"CON_10735","CON_10735","1"
"CON_10736","CON_10736","1"
"CON_10737","CON_10737","1"
"CON_10738","CON_10738","1"
"CON_10739","CON_10739","1"
"CON_10740","CON_10740","1"
"CON_10744","CON_10744","1"
"CON_10745","CON_10745","1"
"CON_108","CON_108","1"
"CON_10814","CON_10814","1"
"CON_10815","CON_10815","1"
"CON_10818","CON_10818","1"
"CON_10819","CON_10819","1"
"CON_10822","CON_10822","1"
"CON_10824","CON_10824","1"
"CON_10825","CON_10825","1"
"CON_10826","CON_10826","1"
"CON_10827","CON_10827","1"
"CON_10828","CON_10828","1"
"CON_10829","CON_10829","1"
"CON_10831","CON_10831","1"
"CON_10832","CON_10832","1"
"CON_10833","CON_10833","1"
"CON_10856","CON_10856","1"
"CON_10885","CON_10885","1"
"CON_10888","CON_10888","1"
"ADR_F1012","ADR_F1012","2"
"ADR_F1013","ADR_F1013","2"
"ADR_F1014","ADR_F1014","2"
"ADR_F1015","ADR_F1015","2"
"ADR_F1016","ADR_F1016","2"
"ADR_F1017","ADR_F1017","2"
"ADR_F1018","ADR_F1018","2"
"ADR_F1019","ADR_F1019","2"
"ADR_F102","ADR_F102","2"
"ADR_F1020","ADR_F1020","2"
"ADR_F1021","ADR_F1021","2"
"ADR_F1022","ADR_F1022","2"
"ADR_F1023","ADR_F1023","2"
"ADR_F1024","ADR_F1024","2"
"CON_10893","CON_10893","1"
"CON_10895","CON_10895","1"
"CON_10896","CON_10896","1"
"CON_10897","CON_10897","1"
"CON_10898","CON_10898","1"
"CON_109","CON_109","1"
"CON_10900","CON_10900","1"
"CON_10909","CON_10909","1"
"CON_10917","CON_10917","1"
"CON_10918","CON_10918","1"
"CON_10921","CON_10921","1"
"CON_10922","CON_10922","1"
"CON_10924","CON_10924","1"
"CON_10932","CON_10932","1"
"CON_10933","CON_10933","1"
"CON_10934","CON_10934","1"
"CON_10935","CON_10935","1"
"CON_10936","CON_10936","1"
"CON_10937","CON_10937","1"
"CON_10938","CON_10938","1"
"ADR_F1025","ADR_F1025","2"
"ADR_F1026","ADR_F1026","2"
"ADR_F1027","ADR_F1027","2"
"ADR_F1028","ADR_F1028","2"
"ADR_F1029","ADR_F1029","2"
"ADR_F103","ADR_F103","2"
"ADR_F1033","ADR_F1033","2"
"ADR_F1034","ADR_F1034","2"
"ADR_F1036","ADR_F1036","2"
"ADR_F1037","ADR_F1037","2"
"ADR_F1038","ADR_F1038","2"
"ADR_F1039","ADR_F1039","2"
"ADR_F104","ADR_F104","2"
"ADR_F1040","ADR_F1040","2"
"ADR_F1041","ADR_F1041","2"
"ADR_F1042","ADR_F1042","2"
"ADR_F1044","ADR_F1044","2"
"ADR_F1045","ADR_F1045","2"
"ADR_F105","ADR_F105","2"
"ADR_F1055","ADR_F1055","2"
"ADR_F106","ADR_F106","2"
"ADR_F107","ADR_F107","2"
"ADR_F108","ADR_F108","2"
"ADR_F109","ADR_F109","2"
"ADR_F110","ADR_F110","2"
"ADR_F111","ADR_F111","2"
"ADR_F112","ADR_F112","2"
"ADR_F113","ADR_F113","2"
"ADR_F114","ADR_F114","2"
"ADR_F115","ADR_F115","2"
"ADR_F116","ADR_F116","2"
"ADR_F118","ADR_F118","2"
"ADR_F119","ADR_F119","2"
"ADR_F120","ADR_F120","2"
"ADR_F121","ADR_F121","2"
"ADR_F122","ADR_F122","2"
"ADR_F123","ADR_F123","2"
"ADR_F124","ADR_F124","2"
"ADR_F125","ADR_F125","2"
"ADR_F126","ADR_F126","2"
"ADR_F127","ADR_F127","2"
"ADR_F146","ADR_F146","2"
"ADR_F147","ADR_F147","2"
"ADR_F148","ADR_F148","2"
"ADR_F149","ADR_F149","2"
"ADR_F150","ADR_F150","2"
"ADR_F151","ADR_F151","2"
"ADR_F152","ADR_F152","2"
"ADR_F153","ADR_F153","2"
"ADR_F154","ADR_F154","2"
"ADR_F155","ADR_F155","2"
"ADR_F156","ADR_F156","2"
"ADR_F158","ADR_F158","2"
"ADR_F159","ADR_F159","2"
"ADR_F160","ADR_F160","2"
"ADR_F161","ADR_F161","2"
"ADR_F162","ADR_F162","2"
"ADR_F163","ADR_F163","2"
"CON_10939","CON_10939","1"
"CON_10940","CON_10940","1"
"CON_10941","CON_10941","1"
"CON_10944","CON_10944","1"
"CON_10945","CON_10945","1"
"CON_10953","CON_10953","1"
"CON_10955","CON_10955","1"
"CON_10958","CON_10958","1"
"CON_10959","CON_10959","1"
"CON_110","CON_110","1"
"ADR_F164","ADR_F164","2"
"ADR_F165","ADR_F165","2"
"ADR_F166","ADR_F166","2"
"ADR_F167","ADR_F167","2"
"ADR_F168","ADR_F168","2"
"ADR_F169","ADR_F169","2"
"ADR_F170","ADR_F170","2"
"ADR_F171","ADR_F171","2"
"ADR_F172","ADR_F172","2"
"ADR_F173","ADR_F173","2"
"ADR_F175","ADR_F175","2"
"ADR_F176","ADR_F176","2"
"ADR_F177","ADR_F177","2"
"ADR_F200","ADR_F200","2"
"ADR_F212","ADR_F212","2"
"ADR_F213","ADR_F213","2"
"ADR_F214","ADR_F214","2"
"ADR_F215","ADR_F215","2"
"ADR_F216","ADR_F216","2"
"ADR_F217","ADR_F217","2"
"ADR_F218","ADR_F218","2"
"ADR_F219","ADR_F219","2"
"ADR_F240","ADR_F240","2"
"ADR_F241","ADR_F241","2"
"ADR_F242","ADR_F242","2"
"ADR_F243","ADR_F243","2"
"ADR_F244","ADR_F244","2"
"ADR_F245","ADR_F245","2"
"ADR_F246","ADR_F246","2"
"ADR_F247","ADR_F247","2"
"ADR_F248","ADR_F248","2"
"ADR_F249","ADR_F249","2"
"ADR_F251","ADR_F251","2"
"ADR_F252","ADR_F252","2"
"ADR_F253","ADR_F253","2"
"ADR_F256","ADR_F256","2"
"ADR_F257","ADR_F257","2"
"ADR_F258","ADR_F258","2"
"ADR_F259","ADR_F259","2"
"ADR_F263","ADR_F263","2"
"ADR_F264","ADR_F264","2"
"ADR_F266","ADR_F266","2"
"ADR_F267","ADR_F267","2"
"ADR_F268","ADR_F268","2"
"ADR_F305","ADR_F305","2"
"ADR_F306","ADR_F306","2"
"ADR_F307","ADR_F307","2"
"ADR_F308","ADR_F308","2"
"ADR_F309","ADR_F309","2"
"ADR_F311","ADR_F311","2"
"ADR_F312","ADR_F312","2"
"ADR_F314","ADR_F314","2"
"ADR_F315","ADR_F315","2"
"ADR_F316","ADR_F316","2"
"ADR_F317","ADR_F317","2"
"ADR_F318","ADR_F318","2"
"ADR_F319","ADR_F319","2"
"ADR_F320","ADR_F320","2"
"ADR_F321","ADR_F321","2"
"ADR_F322","ADR_F322","2"
"ADR_F324","ADR_F324","2"
"ADR_F325","ADR_F325","2"
"ADR_F326","ADR_F326","2"
"ADR_F327","ADR_F327","2"
"ADR_F328","ADR_F328","2"
"ADR_F329","ADR_F329","2"
"ADR_F331","ADR_F331","2"
"ADR_F332","ADR_F332","2"
"ADR_F333","ADR_F333","2"
"ADR_F333B","ADR_F333B","2"
"CON_11001","CON_11001","1"
"CON_11010","CON_11010","1"
"CON_11030","CON_11030","1"
"CON_11031","CON_11031","1"
"CON_11036","CON_11036","1"
"CON_11037","CON_11037","1"
"CON_11040","CON_11040","1"
"CON_11042","CON_11042","1"
"CON_11043","CON_11043","1"
"CON_11044","CON_11044","1"
"CON_11045","CON_11045","1"
"CON_11046","CON_11046","1"
"CON_11047","CON_11047","1"
"CON_11048","CON_11048","1"
"CON_1108#F","CON_1108#F","1"
"ADR_F334","ADR_F334","2"
"ADR_F335","ADR_F335","2"
"ADR_F336","ADR_F336","2"
"ADR_F337","ADR_F337","2"
"ADR_F338","ADR_F338","2"
"ADR_F339","ADR_F339","2"
"ADR_F340","ADR_F340","2"
"ADR_F341","ADR_F341","2"
"ADR_F342","ADR_F342","2"
"ADR_F343","ADR_F343","2"
"ADR_F343B","ADR_F343B","2"
"ADR_F344","ADR_F344","2"
"ADR_F345","ADR_F345","2"
"ADR_F346","ADR_F346","2"
"ADR_F347","ADR_F347","2"
"ADR_F348","ADR_F348","2"
"ADR_F349","ADR_F349","2"
"ADR_F350","ADR_F350","2"
"ADR_F351","ADR_F351","2"
"ADR_F352","ADR_F352","2"
"ADR_F354","ADR_F354","2"
"ADR_F355","ADR_F355","2"
"ADR_F356","ADR_F356","2"
"ADR_F357","ADR_F357","2"
"ADR_F358","ADR_F358","2"
"ADR_F359","ADR_F359","2"
"ADR_F361","ADR_F361","2"
"ADR_F364","ADR_F364","2"
"ADR_F365","ADR_F365","2"
"ADR_F366","ADR_F366","2"
"ADR_F367","ADR_F367","2"
"ADR_F368","ADR_F368","2"
"ADR_F370","ADR_F370","2"
"ADR_F401","ADR_F401","2"
"ADR_F402","ADR_F402","2"
"ADR_F403","ADR_F403","2"
"ADR_F405","ADR_F405","2"
"ADR_F406","ADR_F406","2"
"ADR_F407","ADR_F407","2"
"ADR_F408","ADR_F408","2"
"ADR_F410","ADR_F410","2"
"ADR_F411","ADR_F411","2"
"ADR_F412","ADR_F412","2"
"ADR_F413","ADR_F413","2"
"ADR_F414","ADR_F414","2"
"ADR_F415","ADR_F415","2"
"ADR_F416","ADR_F416","2"
"ADR_F417","ADR_F417","2"
"ADR_F418","ADR_F418","2"
"ADR_F419","ADR_F419","2"
"ADR_F420","ADR_F420","2"
"ADR_F421","ADR_F421","2"
"ADR_F422","ADR_F422","2"
"ADR_F423","ADR_F423","2"
"ADR_F424","ADR_F424","2"
"ADR_F425","ADR_F425","2"
"ADR_F426","ADR_F426","2"
"ADR_F427","ADR_F427","2"
"ADR_F428","ADR_F428","2"
"ADR_F429","ADR_F429","2"
"ADR_F430","ADR_F430","2"
"ADR_F431","ADR_F431","2"
"ADR_F432","ADR_F432","2"
"ADR_F433","ADR_F433","2"
"CON_1109#F","CON_1109#F","1"
"CON_11097","CON_11097","1"
"CON_111","CON_111","1"
"CON_1110#F","CON_1110#F","1"
"CON_11101","CON_11101","1"
"CON_11102","CON_11102","1"
"CON_11103","CON_11103","1"
"CON_11106","CON_11106","1"
"CON_11107","CON_11107","1"
"CON_11108","CON_11108","1"
"CON_11109","CON_11109","1"
"ADR_F434","ADR_F434","2"
"ADR_F435","ADR_F435","2"
"ADR_F436","ADR_F436","2"
"ADR_F437","ADR_F437","2"
"ADR_F438","ADR_F438","2"
"ADR_F439","ADR_F439","2"
"ADR_F440","ADR_F440","2"
"ADR_F441","ADR_F441","2"
"ADR_F442","ADR_F442","2"
"ADR_F443","ADR_F443","2"
"ADR_F444","ADR_F444","2"
"ADR_F446","ADR_F446","2"
"ADR_F447","ADR_F447","2"
"ADR_F448","ADR_F448","2"
"ADR_F450","ADR_F450","2"
"ADR_F451","ADR_F451","2"
"ADR_F452","ADR_F452","2"
"ADR_F502","ADR_F502","2"
"ADR_F503","ADR_F503","2"
"ADR_F504","ADR_F504","2"
"ADR_F505","ADR_F505","2"
"ADR_F506","ADR_F506","2"
"ADR_F518","ADR_F518","2"
"ADR_F519","ADR_F519","2"
"ADR_F520","ADR_F520","2"
"ADR_F522","ADR_F522","2"
"ADR_F523","ADR_F523","2"
"ADR_F524","ADR_F524","2"
"ADR_F525","ADR_F525","2"
"ADR_F526","ADR_F526","2"
"ADR_F527","ADR_F527","2"
"ADR_F528","ADR_F528","2"
"ADR_F529","ADR_F529","2"
"ADR_F530","ADR_F530","2"
"ADR_F531","ADR_F531","2"
"ADR_F539","ADR_F539","2"
"ADR_F540","ADR_F540","2"
"ADR_F541","ADR_F541","2"
"ADR_F542","ADR_F542","2"
"ADR_F544","ADR_F544","2"
"ADR_F545","ADR_F545","2"
"ADR_F546","ADR_F546","2"
"ADR_F547","ADR_F547","2"
"ADR_F548","ADR_F548","2"
"ADR_F550","ADR_F550","2"
"ADR_F551","ADR_F551","2"
"ADR_F552","ADR_F552","2"
"ADR_F553","ADR_F553","2"
"ADR_F554","ADR_F554","2"
"ADR_F555","ADR_F555","2"
"ADR_F556","ADR_F556","2"
"ADR_F557","ADR_F557","2"
"ADR_F558","ADR_F558","2"
"ADR_F560","ADR_F560","2"
"ADR_F561","ADR_F561","2"
"ADR_F562","ADR_F562","2"
"ADR_F563","ADR_F563","2"
"ADR_F564","ADR_F564","2"
"ADR_F565","ADR_F565","2"
"ADR_F569","ADR_F569","2"
"ADR_F570","ADR_F570","2"
"ADR_F571","ADR_F571","2"
"ADR_F572","ADR_F572","2"
"ADR_F574","ADR_F574","2"
"ADR_F601","ADR_F601","2"
"ADR_F602","ADR_F602","2"
"ADR_F603","ADR_F603","2"
"ADR_F604","ADR_F604","2"
"ADR_F605","ADR_F605","2"
"CON_1111#F","CON_1111#F","1"
"CON_11110","CON_11110","1"
"CON_11112","CON_11112","1"
"CON_11113","CON_11113","1"
"CON_11114","CON_11114","1"
"CON_11115","CON_11115","1"
"CON_1112#F","CON_1112#F","1"
"CON_11120","CON_11120","1"
"CON_11121","CON_11121","1"
"CON_1113#F","CON_1113#F","1"
"CON_1114#F","CON_1114#F","1"
"CON_1115#F","CON_1115#F","1"
"CON_11156","CON_11156","1"
"CON_11157","CON_11157","1"
"CON_1116#F","CON_1116#F","1"
"CON_11165","CON_11165","1"
"CON_1117#F","CON_1117#F","1"
"CON_11172","CON_11172","1"
"CON_11173","CON_11173","1"
"CON_11174","CON_11174","1"
"CON_11175","CON_11175","1"
"CON_11176","CON_11176","1"
"CON_11177","CON_11177","1"
"CON_11178","CON_11178","1"
"CON_11179","CON_11179","1"
"CON_1118#F","CON_1118#F","1"
"CON_11180","CON_11180","1"
"CON_11181","CON_11181","1"
"CON_11182","CON_11182","1"
"CON_11183","CON_11183","1"
"CON_11184","CON_11184","1"
"CON_11185","CON_11185","1"
"ADR_F606","ADR_F606","2"
"ADR_F607","ADR_F607","2"
"ADR_F608","ADR_F608","2"
"ADR_F609","ADR_F609","2"
"ADR_F610","ADR_F610","2"
"ADR_F611","ADR_F611","2"
"ADR_F612","ADR_F612","2"
"ADR_F613","ADR_F613","2"
"ADR_F614","ADR_F614","2"
"ADR_F616","ADR_F616","2"
"ADR_F617","ADR_F617","2"
"ADR_F618","ADR_F618","2"
"ADR_F619","ADR_F619","2"
"ADR_F620","ADR_F620","2"
"ADR_F621","ADR_F621","2"
"ADR_F622","ADR_F622","2"
"ADR_F626","ADR_F626","2"
"ADR_F627","ADR_F627","2"
"ADR_F628","ADR_F628","2"
"ADR_F629","ADR_F629","2"
"ADR_F630","ADR_F630","2"
"ADR_F631","ADR_F631","2"
"ADR_F632","ADR_F632","2"
"ADR_F633","ADR_F633","2"
"ADR_F635","ADR_F635","2"
"ADR_F701","ADR_F701","2"
"ADR_F714","ADR_F714","2"
"ADR_F715","ADR_F715","2"
"ADR_F716","ADR_F716","2"
"ADR_F717","ADR_F717","2"
"ADR_F718","ADR_F718","2"
"ADR_F719","ADR_F719","2"
"ADR_F720","ADR_F720","2"
"ADR_F721","ADR_F721","2"
"ADR_F722","ADR_F722","2"
"ADR_F723","ADR_F723","2"
"ADR_F724","ADR_F724","2"
"ADR_F726","ADR_F726","2"
"ADR_F728","ADR_F728","2"
"ADR_F729","ADR_F729","2"
"ADR_F730","ADR_F730","2"
"ADR_F731","ADR_F731","2"
"ADR_F733","ADR_F733","2"
"ADR_F734","ADR_F734","2"
"ADR_F736","ADR_F736","2"
"ADR_F737","ADR_F737","2"
"CON_11186","CON_11186","1"
"CON_11187","CON_11187","1"
"CON_11188","CON_11188","1"
"CON_11189","CON_11189","1"
"CON_1119","CON_1119","1"
"CON_1119#F","CON_1119#F","1"
"CON_11190","CON_11190","1"
"CON_11194","CON_11194","1"
"CON_11195","CON_11195","1"
"CON_11196","CON_11196","1"
"CON_11199","CON_11199","1"
"CON_112","CON_112","1"
"CON_1120#F","CON_1120#F","1"
"CON_1121#F","CON_1121#F","1"
"CON_1122#F","CON_1122#F","1"
"CON_1123#F","CON_1123#F","1"
"CON_11231","CON_11231","1"
"CON_11235","CON_11235","1"
"CON_11236","CON_11236","1"
"CON_11237","CON_11237","1"
"CON_11239","CON_11239","1"
"CON_1124","CON_1124","1"
"CON_1124#F","CON_1124#F","1"
"CON_11240","CON_11240","1"
"CON_11241","CON_11241","1"
"CON_11242","CON_11242","1"
"CON_11243","CON_11243","1"
"CON_11245","CON_11245","1"
"CON_11246","CON_11246","1"
"CON_11247","CON_11247","1"
"CON_11248","CON_11248","1"
"CON_11249","CON_11249","1"
"CON_1125#F","CON_1125#F","1"
"CON_11250","CON_11250","1"
"CON_11251","CON_11251","1"
"CON_11254","CON_11254","1"
"CON_11255","CON_11255","1"
"CON_11256","CON_11256","1"
"CON_11257","CON_11257","1"
"CON_11258","CON_11258","1"
"CON_1126#F","CON_1126#F","1"
"CON_11260","CON_11260","1"
"CON_11261","CON_11261","1"
"CON_11262","CON_11262","1"
"CON_11263","CON_11263","1"
"CON_11264","CON_11264","1"
"CON_11265","CON_11265","1"
"CON_11266","CON_11266","1"
"CON_11267","CON_11267","1"
"CON_11268","CON_11268","1"
"CON_11269","CON_11269","1"
"CON_1127#F","CON_1127#F","1"
"CON_11270","CON_11270","1"
"CON_11271","CON_11271","1"
"CON_11273","CON_11273","1"
"CON_11274","CON_11274","1"
"CON_11275","CON_11275","1"
"CON_11276","CON_11276","1"
"CON_1128#F","CON_1128#F","1"
"CON_11289#F","CON_11289#F","1"
"CON_1129#F","CON_1129#F","1"
"CON_11290#F","CON_11290#F","1"
"CON_11291#F","CON_11291#F","1"
"CON_11292#F","CON_11292#F","1"
"CON_11293#F","CON_11293#F","1"
"CON_11299#F","CON_11299#F","1"
"CON_113","CON_113","1"
"CON_1130#F","CON_1130#F","1"
"CON_11300","CON_11300","1"
"CON_11301#F","CON_11301#F","1"
"CON_11302","CON_11302","1"
"CON_11303#F","CON_11303#F","1"
"CON_11304#F","CON_11304#F","1"
"CON_11309#F","CON_11309#F","1"
"CON_1131#F","CON_1131#F","1"
"CON_11310#F","CON_11310#F","1"
"CON_11311#F","CON_11311#F","1"
"CON_11312#F","CON_11312#F","1"
"CON_11313#F","CON_11313#F","1"
"CON_11314#F","CON_11314#F","1"
"CON_11315","CON_11315","1"
"CON_11317#F","CON_11317#F","1"
"CON_11318#F","CON_11318#F","1"
"CON_11319#F","CON_11319#F","1"
"CON_1132#F","CON_1132#F","1"
"CON_11320#F","CON_11320#F","1"
"CON_11323","CON_11323","1"
"CON_11327#f","CON_11327#f","1"
"CON_11328#F","CON_11328#F","1"
"CON_11329#F","CON_11329#F","1"
"CON_1133#F","CON_1133#F","1"
"CON_11330#F","CON_11330#F","1"
"CON_11331","CON_11331","1"
"CON_11334#F","CON_11334#F","1"
"CON_11335#F","CON_11335#F","1"
"CON_11336#F","CON_11336#F","1"
"CON_11337#F","CON_11337#F","1"
"CON_11338","CON_11338","1"
"CON_11339","CON_11339","1"
"CON_1134#F","CON_1134#F","1"
"CON_11347","CON_11347","1"
"CON_1135#F","CON_1135#F","1"
"CON_1136#F","CON_1136#F","1"
"CON_11360#F","CON_11360#F","1"
"CON_11361#F","CON_11361#F","1"
"CON_1137#F","CON_1137#F","1"
"CON_1138#F","CON_1138#F","1"
"CON_1139#F","CON_1139#F","1"
"CON_1140","CON_1140","1"
"CON_11401#F","CON_11401#F","1"
"CON_11402#F","CON_11402#F","1"
"CON_11403#F","CON_11403#F","1"
"CON_11404#F","CON_11404#F","1"
"CON_11405#F","CON_11405#F","1"
"CON_11406#F","CON_11406#F","1"
"CON_11409#F","CON_11409#F","1"
"CON_1141","CON_1141","1"
"CON_11410#F","CON_11410#F","1"
"CON_11415#F","CON_11415#F","1"
"CON_11416#F","CON_11416#F","1"
"CON_11417#F","CON_11417#F","1"
"CON_11418#F","CON_11418#F","1"
"CON_1142","CON_1142","1"
"CON_11429#F","CON_11429#F","1"
"CON_11430#F","CON_11430#F","1"
"CON_11431#F","CON_11431#F","1"
"CON_11432#F","CON_11432#F","1"
"CON_11433#F","CON_11433#F","1"
"CON_11434#F","CON_11434#F","1"
"CON_11435#F","CON_11435#F","1"
"CON_11436#F","CON_11436#F","1"
"CON_11437#F","CON_11437#F","1"
"CON_11438#F","CON_11438#F","1"
"CON_11445","CON_11445","1"
"CON_1146","CON_1146","1"
"CON_11463","CON_11463","1"
"CON_11465","CON_11465","1"
"CON_11466","CON_11466","1"
"CON_11467","CON_11467","1"
"CON_11468","CON_11468","1"
"CON_1148","CON_1148","1"
"CON_1149#F","CON_1149#F","1"
"CON_115","CON_115","1"
"CON_1150#F","CON_1150#F","1"
"CON_11505#F","CON_11505#F","1"
"CON_11506#F","CON_11506#F","1"
"CON_11507","CON_11507","1"
"CON_11508","CON_11508","1"
"CON_1151#F","CON_1151#F","1"
"CON_11518","CON_11518","1"
"CON_1152#F","CON_1152#F","1"
"CON_11524","CON_11524","1"
"CON_11526","CON_11526","1"
"CON_1153#F","CON_1153#F","1"
"CON_11530","CON_11530","1"
"CON_11531","CON_11531","1"
"CON_11532","CON_11532","1"
"CON_11533","CON_11533","1"
"CON_11536","CON_11536","1"
"CON_1154#F","CON_1154#F","1"
"CON_11543","CON_11543","1"
"CON_1155#F","CON_1155#F","1"
"CON_11553","CON_11553","1"
"CON_11555","CON_11555","1"
"CON_11556","CON_11556","1"
"CON_11557","CON_11557","1"
"CON_1156#F","CON_1156#F","1"
"CON_1157#F","CON_1157#F","1"
"CON_1158#F","CON_1158#F","1"
"CON_11581","CON_11581","1"
"CON_1159#F","CON_1159#F","1"
"CON_11596","CON_11596","1"
"CON_116","CON_116","1"
"CON_1160#F","CON_1160#F","1"
"CON_11600","CON_11600","1"
"CON_11601","CON_11601","1"
"CON_11604","CON_11604","1"
"CON_11606","CON_11606","1"
"CON_11607","CON_11607","1"
"CON_1161#F","CON_1161#F","1"
"CON_11629","CON_11629","1"
"CON_1163#","CON_1163#","1"
"CON_11630","CON_11630","1"
"CON_11637","CON_11637","1"
"CON_1164","CON_1164","1"
"CON_1164#F","CON_1164#F","1"
"CON_11641","CON_11641","1"
"CON_11642","CON_11642","1"
"CON_11647","CON_11647","1"
"CON_11648","CON_11648","1"
"CON_11649","CON_11649","1"
"CON_1165#F","CON_1165#F","1"
"CON_11650","CON_11650","1"
"CON_11651","CON_11651","1"
"CON_11652","CON_11652","1"
"CON_11655","CON_11655","1"
"CON_11656","CON_11656","1"
"CON_1166","CON_1166","1"
"CON_1166#F","CON_1166#F","1"
"CON_11660","CON_11660","1"
"CON_11661","CON_11661","1"
"CON_11662","CON_11662","1"
"CON_11663","CON_11663","1"
"CON_11666","CON_11666","1"
"CON_11667","CON_11667","1"
"CON_1167#F","CON_1167#F","1"
"CON_11673","CON_11673","1"
"CON_11674","CON_11674","1"
"CON_1168#F","CON_1168#F","1"
"CON_11685","CON_11685","1"
"CON_1169#F","CON_1169#F","1"
"CON_11737","CON_11737","1"
"CON_11752","CON_11752","1"
"CON_118","CON_118","1"
"CON_11829","CON_11829","1"
"CON_11830","CON_11830","1"
"CON_119","CON_119","1"
"CON_11900","CON_11900","1"
"CON_11943","CON_11943","1"
"CON_11944","CON_11944","1"
"CON_11962","CON_11962","1"
"CON_11963","CON_11963","1"
"CON_11965","CON_11965","1"
"CON_11969","CON_11969","1"
"CON_12","CON_12","1"
"CON_12001","CON_12001","1"
"CON_12002","CON_12002","1"
"CON_12003","CON_12003","1"
"CON_12004","CON_12004","1"
"CON_12013","CON_12013","1"
"CON_12014","CON_12014","1"
"CON_12015","CON_12015","1"
"CON_12016","CON_12016","1"
"CON_12023","CON_12023","1"
"CON_12024","CON_12024","1"
"CON_12036","CON_12036","1"
"CON_12046","CON_12046","1"
"CON_12049","CON_12049","1"
"CON_12051","CON_12051","1"
"CON_12054","CON_12054","1"
"CON_12061","CON_12061","1"
"CON_12062","CON_12062","1"
"CON_12067","CON_12067","1"
"CON_12068","CON_12068","1"
"CON_12071","CON_12071","1"
"CON_12072","CON_12072","1"
"CON_12073","CON_12073","1"
"CON_12080","CON_12080","1"
"CON_121","CON_121","1"
